smiles,iron_reactive
c1ccc(c(c1)O)O,1
C(CCSCC[C@@H](C(=O)O)N)CC(=O)O,1
c1cc(ccc1Oc2ccc(cc2)Cl)S(=O)(=O)C3(CCOCC3)CC(=O)NO,1
c1cc(ncc1Cl)NC(P(=O)(O)O)P(=O)(O)O,1
C1CCC(C1)N(C=O)C2CCC2,1
C[N+](C)(C)CCO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,1
C[C@@]1([C@@H](CO[P@](=O)(O[P@](=O)(O1)O)O)O)CO,1
C[C@](CO)([C@@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)O,1
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,1
c1ccc2cc(ccc2c1)Cc3ccccc3/C=C(/C(=O)O)\S,1
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC[C@H]2O,1
c1ccc(cc1)N(N=O)O,1
CC(C)[C@H](C(=O)NO)[N@@](Cc1cccnc1)S(=O)(=O)c2ccc(cc2)OC,1
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1
c1ccc(cc1)CS(=O)(=O)N2CCC[C@@](C2)(Cc3ccc(cc3)Cl)C(=O)/C=C(/C(=O)O)\O,1
c1ccc(cc1)CN2CCC[C@@](C2)(Cc3ccc(cc3)Cl)C(=O)/C=C(/C(=O)O)\O,1
CC(C)[C@@H](C(=O)Nc1ccncc1)NC(=O)C2CCCCC2,1
CC1(C[C@@H]1C(=O)N/C(=C\CCCCSCC(C(=O)O)N)/C(=O)O)C,1
Cc1ccc(cc1)CNC(=O)Nc2cc(ccc2O)S(=O)(=O)N,1
C([C@@H]1[C@H]([C@H]([C@@](O1)(C(=O)O)O)O)O)OP(=O)(O)O,1
c1c(cc(c(c1C(=O)NC\C=C\[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O)O)O)[N+](=O)[O-],1
c1ccc(cc1)C(c2ccccc2)(c3ccccc3Cl)n4ccnc4,1
c1ccc(cc1)[C@@H](C(=O)Nc2ccncc2)NS(=O)(=O)c3cccc4c3nsn4,1
CC1CCC(CC1)C(=O)N[C@@H](CCSC)C(=O)Nc2ccncc2,1
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@H]4[C@H](O3)CO[P@](=O)(O4)O)O)N,1
Cc1ccc(cc1)S(=O)(=O)NCCCOC(=O)Nc2ccncc2,1
c1c(c[nH+]cc1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O,1
CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O,1
CC(C)CC(=O)C(=O)O,1
Cc1c(c(no1)c2ccccc2)c3ccc(cc3)S(=O)(=O)N,1
C(=O)(N)OP(=O)(O)O,1
CS(=N)(=N)C[C@@H](Cc1ccccc1)C(=O)O,1
c1cc(ccc1c2cnc[nH]2)Cl,1
CC(C)C[C@@H](C(=O)O)NC(=O)O[C@@H](CCC(=O)O)C(=O)O,1
c1cnc(cc1c2n[nH]nn2)C(=O)NO,1
c1cc(ccc1CCNC(=O)Cn2cnc3c2ncnc3N)S(=O)(=O)N,1
c1cnc(cc1c2n[nH]nn2)C(=O)NCCCN3CCOCC3,1
c1cnc(cc1C(=O)O)NCCCO,1
C1[C@@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)O)O)CP(=O)(O)O,1
CN(CC(=O)O)C(=N)N,1
C([C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O,1
c1csc(n1)NC(=O)C(=O)NC2CCCC2,1
c1cc2c(c[nH]c2c(c1)Cl)C[C@@H](C(=O)O)N,1
C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2CC#N)OS(=O)(=O)N)OC,1
CS(=O)(=O)NCCNc1cc(ccn1)C(=O)O,1
C1C[N@]2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O,1
c1cc(ccc1C(=O)N[C@@H](CCC(=O)N[C@@H](CCCOP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O)C(=O)O)C(=O)O)F,1
C(C[C@H]([C@@H](C(=O)O)N)O)CN,1
C[C@@H]([C@H]([C@H](C(=O)CO)O)O)O,1
c1ccc(cc1)C[C@@H](C(=O)O)NS(=O)(=O)N,1
C1CCC(CC1)NC=O,1
c1cc(c(cc1NC(=O)CS)Cl)Cl,1
C1CCC(CC1)NCCCS(=O)(=O)O,1
CCCCCC(=O)N[C@@H](CCS)C(=O)O,1
CC(=O)C1=C(N2[C@H](C1=O)[C@H]3c4c[nH]c5c4c(ccc5)C[C@H]3C2(C)C)O,1
COC(=O)c1cn(nn1)c2c(c(c(c(c2F)F)S(=O)(=O)N)F)F,1
COCc1cn(nn1)CCCCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,1
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)N)O,1
CC(=O)N[C@@H](CC(=O)O)C(=O)NC[C@H](CC1(CCCC1)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)O)C(=O)O,1
CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(CCCC1)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)O)C(=O)O,1
CN(C)Cc1ccc(o1)c2cccnc2,1
c1ccc2c(c1)ccc(c2O)O,1
c1cc(c(cc1O)Cl)C(=O)C=C(C(=O)O)O,1
CNCc1ccc(o1)c2cccnc2,1
CC(C)[C@H](Cc1cn(nn1)Cc2ccc(cc2)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O,1
Cc1ccc(c(c1)NC(=O)Nc2cc(ccc2O)S(=O)(=O)N)C,1
c1cc(cnc1)c2ccc(o2)CN,1
COc1ccc(cc1)S(=O)(=O)N(CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC(=O)NO,1
c1cnccc1SSc2ccncc2,1
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](Cc1ccc(cc1)OCc2ccccc2)N)O,1
c1nc(c2c(n1)n(cn2)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O)N,1
c1ccc2cc(ccc2c1)CCCCCNC(=O)[C@@H]([C@H](C(=O)O)OCC(=O)O)OCCCCCc3ccc4ccccc4c3,1
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](Cc1ccc(cc1)OC)N)O,1
COc1ccc(cc1OC)CCNC(=O)c2ccc(cc2)S(=O)(=O)N,1
CC(C)N[C@@H](CSC[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc2cccnc2,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@@](c3ccccc3)(O)[P@@](=O)(O)OC)CCO[P@@](=O)(O)OP(=O)(O)O,1
CC(C)(C)OC(=O)NCCSC[C@@H](C(=O)NCc1cccnc1)NC2CCCC2,1
CC(C)N[C@@H](CSCCNC(=O)OC(C)(C)C)C(=O)NCc1cccnc1,1
CC(C)(C)OC(=C)N[C@@H](Cc1ccccc1)CSC[C@@H](C(=O)NCc2cccnc2)NC3CCCC3,1
C([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O,1
c1ccc(cc1)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N,1
c1cc(ccc1Nc2nc(nc(n2)Cl)NCCO)S(=O)(=O)N,1
c1ccc(c(c1)c2nnc(s2)S(=O)(=O)N)Cl,1
C#Cc1cccc(c1)S(=O)(=O)N,1
C(CN)[C@@H](C(=O)O)N,1
c1nc(c2c(n1)n(cn2)[C@@H]3CC[C@@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)N,1
c1cc(c(cc1C[C@@H](C(=O)O)N)O)O,1
C([C@H](C(=O)O)N)C(=O)O,1
c1nc(c2c(n1)n(cn2)[C@H]3C[C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)N,1
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[P@](=O)(O)O[P@](=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1
c1ccc(cc1)[C@@H](c2cnnn2CC(=O)NCCCS)NC(=O)c3ccc(cc3)S(=O)(=O)N,1
c1ccc(cc1)C(=O)c2ccc(c(c2)N)N[P@@](=O)(N[P@](=O)(O)O[P@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4N=C(NC5=O)N)O)O)O,1
c1cc(c(c(c1)O)O)C(=O)O,1
CC(=O)N[C@@H](CS[C@H](CCl)Cl)C(=O)O,1
CCN(CC)C(=S)S,1
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)N=CNC[C@H]2O,1
C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,1
C(C(=C(Cl)Cl)C(=O)O)P(=O)(O)O,1
C(CC[C@@H](C[SeH])C(=O)O)CCN,1
C1[C@@H]([C@H](O[C@H]1N2C=C[C@H](NC2=O)O)COP(=O)(O)O)O,1
C(CC[C@@H](CS)C(=O)O)CCN,1
CN(C)CCO[P@@](=O)(O)OP(=O)(O)O,1
CCOc1ccc(cc1)c2ccc(cc2)C(=O)C[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)O,1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)CSC[C@H](C(=O)NCc2cccnc2)Nc3ccccc3,1
COc1ccc2c(c1)ccc[n+]2C(=O)c3ccc(cc3)S(=O)(=O)N,1
c1cc(c(c(c1)F)F)CO,1
C[C@H]1[C@@H]([C@H](O[C@@]1(CO)O)CO)O,1
c1cc(cnc1)C(=O)NNC(=O)/C=C/C(=O)O,1
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N,1
C(=O)[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O,1
c1cc(c(cc1C(=O)O)O)O,1
CCCCCCCCCCCC(=O)N[C@H](CCCC)CO[P@@](=O)(O)OCCO,1
C(CCC(O)O)C[C@@H](C(=O)O)N,1
C(C[P@](=O)(CC(=O)CC(=O)O)O)C(=O)O,1
c1cc(c(cc1CC(=O)O)O)O,1
C1CCC(C1)OP(=O)(N)OC2CCCC2,1
C([C@H]1[C@H]([C@@H]([C@H](N1)CO)O)O)O,1
CC(C)OP(=O)(C)OC(C)C,1
C([C@@H](C(=O)O)N)N/C(=N/O)/N,1
c1cc(cnc1)NC(=O)c2cc(sc2Cl)Cl,1
CCCCCCCCCC(=O)O,1
CCCO[C@H](c1ccccc1Cl)c2cc3c([nH]2)c(ccn3)C(=O)O,1
c1ccc(c(c1)[C@@H](c2cc3c([nH]2)c(ccn3)C(=O)O)OCCN4CCC(CC4)(F)F)Cl,1
c1ccc(c(c1)[C@@H](c2cc3c([nH]2)c(ccn3)C(=O)O)OCC4CCC(CC4)(F)F)Cl,1
CN1CCC[C@@H]1CCO[C@@H](c2ccccc2Cl)c3cc4c([nH]3)c(ccn4)C(=O)O,1
CC(=CCO[P@@](=O)(O)OP(=O)(O)O)C,1
C1[C@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O,1
CC[C@](C)([C@H](C(=O)O)O)O,1
c1c(cc(c(c1[N+](=O)[O-])O)O)[N+](=O)[O-],1
C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O,1
Cn1ccnc1CCO[C@@H](c2ccccc2Cl)c3cc4c([nH]3)c(ccn4)C(=O)O,1
c1ccc(c(c1)[C@@H](c2cc3c([nH]2)c(ccn3)C(=O)O)OCCCN4CCCCC4)Cl,1
c1ccc(c(c1)[C@H](c2cc3c([nH]2)c(ccn3)C(=O)O)OCCN4CCCCC4)Cl,1
c1nc2c(c(n1)OP(=O)(O)O)ncn2[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O,1
C1[C@H](NC(=O)NC1=O)C(=O)O,1
C[C@@](CCO[P@@](=O)(O)OP(=O)(O)O)(CC(=O)O)O,1
CCOP(=O)(O)OCC,1
CCOP(=S)(O)OCC,1
c1ccc(cc1)C2CCN(CC2)c3ccc(cc3)S(=O)(=O)N[C@@H](Cc4c[nH]c5c4cccc5)C(=O)O,1
Cc1ncc(c(n1)N)CN/C(=C(/[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O)\S)/C,1
c1ccc(c(c1)[C@@H](c2cc3c([nH]2)c(ccn3)C(=O)O)OCCN4CCCCC4)Cl,1
CC(C)c1cc(n[nH]1)C(=O)N2CC[C@@H](C2)NC(=O)C3CC3,1
C[C@H]1[C@@H](C(=N[C@H]1[C@@H]([C@@H](C)O)C(=O)O)C(=O)O)S[C@H]2C[C@H](NC2)CNS(=O)(=O)N,1
CC(C)C1=C(Nc2c(cnn2C1=O)C#N)c3cnn(c3)C(C)(C)C,1
CS(C)CCC(=O)O,1
C1[C@H](C(=NO1)OP(=O)(O)O)N,1
CC(=CCS[P@@](=O)(O)OP(=O)(O)O)C,1
CC(C)[C@@H](C(=O)O)NS(=O)(=O)c1ccc2c3ccccc3sc2c1,1
COc1cc2c(cc1OC)C[N@@](CC2)S(=O)(=O)N,1
C[C@H]1c2cc(c(cc2CC[N@]1S(=O)(=O)N)OC)OC,1
c1cc2c(c[nH]c2c(c1)Cl)C[C@H](C(=O)O)N,1
c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)O)N,1
C([C@H]([C@H](CS)O)O)S,1
C([C@H]([C@@H](CS)O)O)S,1
C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,1
C1CNC(=O)NC1=O,1
C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO[P@@](=O)(NP(=O)(O)O)O)O,1
C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO[P@](=O)(N[P@@](=O)(O)OP(=O)(O)O)O)O,1
C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O,1
COC(=O)CNc1nc(nc(n1)Cl)Nc2ccc(cc2)S(=O)(=O)N,1
C([C@@H]([C@H](C(=O)[O-])O)O)[C@@H](C(=O)[O-])O,1
[C@@H](C([C@@H](C(=O)O)O)O)(C(=O)O)O,1
c1cc(ccc1/C=C(/C(=O)O)\S)F,1
CN(C)NC(=O)CCC(=O)O,1
c1ccc2c(c1)ncn2CC(=O)c3ccc(c(c3)S(=O)(=O)N)Cl,1
Cc1cc(nc(n1)SCC(=O)c2ccc(c(c2)Cl)S(=O)(=O)N)C,1
c1cnc(nc1)SCC(=O)c2ccc(c(c2)Cl)S(=O)(=O)N,1
c1cc(cc(c1)S(=O)(=O)N)C(=O)CSc2ncccn2,1
C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)c1ccc(cc1)N(C)C,1
c1ccc2c(c1)c3c(cn2)nc([nH]3)SCC(=O)c4ccc(c(c4)S(=O)(=O)N)Cl,1
CCCCc1cnc(nc1)SCC(=O)c2ccc(cc2)S(=O)(=O)N,1
c1cc(cc(c1)F)CCNCCc2ccnc(n2)n3ccnc3,1
c1cc(c(cc1C(=O)CSc2[nH]c3cc4c(cc3n2)OCCO4)S(=O)(=O)N)Cl,1
c1cc(c(cc1C(=O)CSc2[nH]c3ccc(cc3n2)Br)S(=O)(=O)N)Cl,1
CC(C)ON([C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)NO)S(=O)(=O)c3ccc(cc3)c4ccc(cc4)OC,1
CC(C)CCN([C@H](C(C)C)C(=O)NO)S(=O)(=O)c1ccc2ccccc2c1,1
Cc1cc(nc(n1)SCC(=O)c2ccc(c(c2)S(=O)(=O)N)Cl)C,1
c1ccc2c(c1)[C@H](c3ccc(c(c3CS2)F)F)N4[C@@H]5COCCN5C(=O)C6=C(C(=O)C=CN64)O,1
CCc1cnc(nc1)SCC(=O)c2ccc(c(c2)S(=O)(=O)N)Cl,1
Cc1cc(nc(n1)SCC(=O)c2ccc(cc2)S(=O)(=O)N)C,1
CCCCC[C@H](CN(CO)O)C(=O)NCNC(=O)c1cc2cccc(c2o1)OC,1
CN1C=C(C(=O)C=C1C(=O)O)O,1
CC(C)C[C@H](C(=O)NO)NC(=O)NCc1ccc(cc1F)F,1
Cc1ccc(cc1C)CNC(=O)N[C@@H](CC(C)C)C(=O)NO,1
Cc1cccc(c1C)CNC(=O)N[C@@H](CC(C)C)C(=O)NO,1
CCCCC[C@H](CC(=O)NO)C(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)Nc3c(nccn3)OC,1
CN(C)Cc1nc(on1)[C@@H](CCCC2CCCCC2)CC(=O)NO,1
CCCCC[C@H](CC(=O)NO)C(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)N[C@@H](c3ccccc3)C(=O)O,1
COc1ccc(cc1)S(=O)(=O)N(Cc2ccc3c(c2)OCO3)[C@H](Cc4cccs4)C(=O)NO,1
c1cnc(nc1)SCC(=O)c2ccc(cc2)S(=O)(=O)N,1
C[C@@H](c1ccccc1)N(C(=O)C(=O)O)O,1
c1cc(c(c(c1)O)Br)C(=O)C=C(C(=O)O)O,1
C(CO[P@@](=O)(O)OP(=O)(O)O)N,1
C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCc2ccccc2)C(=O)O,1
Cc1ncc(cn1)c2ccc(cc2)[C@@H](c3ccccc3F)C(=O)NO,1
c1cc(ccc1CO[C@@H](Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1
c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1
C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)O,1
c1cc(c(cc1NC(=O)CC(=O)NO)Cl)Cl,1
C[Se@@+](CC[C@@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O,1
c1cc(ccc1C(=O)NCCOCCOCCNC(=O)CN)S(=O)(=O)N,1
c1cc(ccc1C(=O)NCCOCCOCCN)S(=O)(=O)N,1
c1ccc(cc1)C[C@@H](C(=O)NCCOCCOCCNC(=O)c2ccc(cc2)S(=O)(=O)N)N,1
c1cc(cnc1)CCCNCCc2ccnc(n2)n3ccnc3,1
C([C@H]([C@H](C(=O)NO)O)O)O,1
Cc1cccc(c1C(=O)C[C@@H](C(=O)O)O)Br,1
CC(C)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)OC)P(=O)(O)O,1
C[C@@H](CCO[P@](=O)(O)OP(=O)(O)O)CO,1
c1ccc(cc1)[C@]2(OC[C@@H]3[C@H](O2)C[C@@H](O3)N4C=C(C(=O)NC4=O)CSCP(=O)(O)O)P(=O)(O)O,1
C[C@H](CCCCC(=O)NO)NC1=C(C(=O)C1=O)Nc2ccc(cc2)OC(F)(F)F,1
c1ccc2c(c1)cccc2c3nc(cs3)C(=O)O,1
CCC1=C(N=C2C(=CNN2C1=O)C#N)C,1
c1nc(c2c(n1)n(cn2)CCOC[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)N,1
c1cc(c(cc1O)Br)C(=O)C=C(C(=O)O)O,1
C1C[C@@H]2[C@H]([C@H]([C@H]1O2)C(=O)O)C(=O)O,1
COc1ccc2cc(ccc2c1)C(=O)/C=C(/C(=O)O)\O,1
c1nc2c(nc(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)N)O)O)Cl)N,1
COc1ccccc1NC(=O)Nc2cc(ccc2O)S(=O)(=O)N,1
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)O,1
c1ccc(c(c1)C(=O)C=C(C(=O)O)O)F,1
c1cc(ccc1CCSc2c(c(c(c(c2F)F)S(=O)(=O)N)NC3CCCCCCCCCCC3)F)C(=O)O,1
c1cc(ccc1CCSc2c(c(c(c(c2F)F)S(=O)(=O)N)NC3CCCCCCC3)F)C(=O)O,1
CCN[C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,1
c1cnc([nH]1)S(=O)(=O)N,1
CCCCC[C@H]([C@@H](CC)N(C=O)O)C(=O)NCNC(=O)c1ccc(o1)c2ccc(c(c2)OCC)C(=O)N[C@@H](CC(=O)O)C(=O)O,1
CC1=CC(=O)NC(=N1)SCC(=O)c2ccc(c(c2)Cl)S(=O)(=O)N,1
CC1=CC(=O)NC(=N1)SCC(=O)c2cccc(c2)S(=O)(=O)N,1
CC(C)(C)C1=CC(=O)NC(=N1)SCC(=O)c2ccc(c(c2)S(=O)(=O)N)Cl,1
C=C1C[C@H]([C@@H]([C@H]([C@@H]1O)O)O)O,1
C1[C@H](O1)CCCC[C@@H](C(=O)O)N,1
C=CC[Se]c1ccc(cc1)S(=O)(=O)N,1
C([C@H]([C@H]([C@@H](C(=O)N=O)O)O)O)O,1
CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N,1
CCCc1c(n2ccccc2n1)Nc3ccc(cc3)C(=O)NO,1
c1cc(c(c(c1)F)F)CNC(=O)c2ccc(cc2)S(=O)(=O)N,1
[H]/N=C(\NCCC[C@@H](C(=O)O)N)/N[C@@H]1[C@@H]([C@@H]([C@H](O1)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O)O)O,1
c1cc(c(c(c1)F)CNC(=O)c2ccc(cc2)S(=O)(=O)N)F,1
C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O,1
C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,1
c1ccc(cc1)CCSc2ccc(cc2)S(=O)(=O)N,1
CCc1ccc(c(c1C)C(=O)O)NS(=O)(=O)c2ccc(cc2)F,1
CCc1ccc(c(c1OCCN)C(=O)O)NS(=O)(=O)c2ccc(cc2)F,1
c1cc(c(c2c1C(=CC(=O)O2)CC(=O)O)O)O,1
CC(=O)N(CCCP(=O)(O)O)O,1
C1CCC(CC1)C(=O)NO,1
[H]/N=C(/N)\NCc1ccccc1CCCCCCCCCC(=O)N[C@H](CCCCN)C(=O)NO,1
c1ccc(c(c1)S(=O)(=O)N)Cl,1
c1ccc(cc1)S(=O)(=O)N,1
B(CCCC[C@@](C(F)F)(C(=O)O)N)(O)O,1
B(CCCCC(C)(C(=O)O)N)(O)O,1
C1CC=C(C1)C(=O)NO,1
C1CCC(=CC1)C(=O)NO,1
c1c(cc(c(c1C(=O)NCc2cn(nn2)C[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)[N+](=O)[O-],1
c1cc(ccc1F)S(=O)(=O)N,1
c1cc(c(c(c1)F)S(=O)(=O)N)F,1
c1c(cc(cc1F)S(=O)(=O)N)F,1
c1ccc(c(c1)F)S(=O)(=O)N,1
c1cc(cc(c1)S(=O)(=O)N)F,1
C[C@H](C(=O)Nc1ccc(cc1)S(=O)(=O)N)SC2=NC(=C(C(=O)N2)C#N)c3ccc(cc3)Cl,1
c1cc(ccc1n2cc(nn2)CNC(=S)Nc3ccc(c(c3)C(=O)O)C4=C5C=CC(=O)C=C5Oc6c4ccc(c6)O)S(=O)(=O)N,1
C[C@H]1[C@H](O1)P(=O)(O)O,1
C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,1
Cc1c(nc(c(c1O[P@@](=O)(O)OCC2[C@H]([C@H](C(O2)n3cnc4c3N=C(NC4=O)N)O)O)C)O)CC(=O)O,1
COc1cc(ccc1O)\C=C\C(=O)O,1
c1cc2c(cc(s2)C(=O)NO)c(c1)Cl,1
c1(nnc(s1)N)C(F)(F)S(=O)(=O)N,1
c1cc(ccc1C(=O)NCc2c(c(c(c(c2F)F)F)F)F)S(=O)(=O)N,1
CC[C@H](O)P(=O)(O)O,1
c1ccc(c(c1)/C=C/C(=O)NO)Sc2ccc(cc2)Cl,1
CC(=CCC/C(=C/CC/C(=C/CC/C(=C(/CO[P@@](=O)(O)OP(=O)(O)O)\F)/C)/C)/C)C,1
c1ccc(c(c1)/C=C/C(=O)NO)OCc2c(cccc2Cl)Cl,1
Cc1ccc(cc1)S(=O)(=O)c2cc(c(c3c2cccn3)O)F,1
C[C@@H](C(=O)NCc1ccccc1)NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)c2ccc(cc2)C(=O)NO,1
CCCC[C@H](CN(C=O)O)C(=O)[C@H](C(C)C)NC(=O)Nc1ccccc1F,1
CC(C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)OC)P(=O)(O)O,1
C(=O)C(=O)[C@H]([C@@H]([C@@H](C(=O)O)O)O)O,1
CC(=CCC/C(=C\CC/C(=C/COP(=O)(O)O)/C)/C)C,1
c1c([nH]cn1)C2CCN(CC2)C(=S)NC3CCCCC3,1
c1ccc(cc1)COC(=O)N,1
c1ccc(cc1)C2CCN(CC2)C(=O)c3ccc(cc3)S(=O)(=O)N,1
c1cc(ccc1CN2CCN(CC2)C(=O)c3ccc(cc3)S(=O)(=O)N)F,1
c1ccc(cc1)C2(CCN(CC2)C(=O)c3ccc(cc3)S(=O)(=O)N)O,1
c1cc(ccc1CCNC(=S)Nc2ccc(c(c2)C(=O)O)C3=C4C=CC(=O)C=C4Oc5c3ccc(c5)O)S(=O)(=O)N,1
CC(C)C[C@@H](C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)P(=O)(O)O)NC(=O)c3ccco3,1
CC(=O)N(CC[C@@H](c1ccc(c(c1)Cl)Cl)P(=O)(O)O)O,1
c1ccc(cc1)C(=O)N(CC[C@@H](c2ccc(c(c2)Cl)Cl)P(=O)(O)O)O,1
C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)F)F)O)O)O,1
C(F)(F)(F)S(=O)(=O)N,1
C[C@@H](C(=O)O)NC(=O)c1c(c2ccccc2c(n1)Cl)O,1
C1C(=NC(=S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,1
CC(=O)N(CC[C@H](c1ccncc1)P(=O)(O)O)O,1
C[C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O,1
C(CN(C=O)O)CP(=O)(O)O,1
C1(=C(NC(=O)NC1=O)C(=O)O)F,1
CC(=CCC/C(=C/CC/C(=C(/CO[P@@](=O)(O)OP(=O)(O)O)\F)/C)/C)C,1
CC(C)CCC[C@@](C)(C(C)F)O[P@@](=O)(O)OP(=O)(O)O,1
C1CCN(CC1)C=O,1
CC(=CCC/C(=C/CC/C(=C/CO[P@@](=O)(O)OP(=O)(O)O)/C)/C)C,1
